title	type	url_slug	venue	date	location	talk_url	description
AITIME ICML 2025 Paper Preview: Elucidating the Design Space of Multimodal Protein Language Models	Talk	aitime-icml-2025-paper-preview	AITIME ICML 2025 Paper Preview	2025-07-02	Online		Presented "[Elucidating the Design Space of Multimodal Protein Language Models](https://arxiv.org/pdf/2504.11454)" (ICML 2025 <strong>Spotlight</strong>).
